RFID,SERIAL,SIZE,CartType,BORN_DATE
13020822495300C130010645,C130010645,96,Recycle,2/8/2013 22:50
130208224851000213002139,0213002139,96,Recycle,2/8/2013 22:49
13020822484400C130010644,C130010644,96,Recycle,2/8/2013 22:49
130208224738000213002138,0213002138,96,Recycle,2/8/2013 22:48
13020822464000C130010643,C130010643,96,Recycle,2/8/2013 22:47
13020822443500C130010642,C130010642,96,Recycle,2/8/2013 22:45
130208224430000213002137,0213002137,96,Recycle,2/8/2013 22:44
130208224308000213002136,0213002136,96,Recycle,2/8/2013 22:44
13020822430300C130010641,C130010641,96,Recycle,2/8/2013 22:44
130208224137000213002135,0213002135,96,Recycle,2/8/2013 22:43
13020822415300C130010640,C130010640,96,Recycle,2/8/2013 22:42
130208224041000213002134,0213002134,96,Recycle,2/8/2013 22:41
13020822395200C130010639,C130010639,96,Recycle,2/8/2013 22:40
130208223927000213002133,0213002133,96,Recycle,2/8/2013 22:40
13020822384000C130010638,C130010638,96,Recycle,2/8/2013 22:39
130208223834000213002132,0213002132,96,Recycle,2/8/2013 22:39
13020822371600C130010637,C130010637,96,Recycle,2/8/2013 22:38
130208223633000213002131,0213002131,96,Recycle,2/8/2013 22:37
13020822360500C130010636,C130010636,96,Recycle,2/8/2013 22:37
130208223536000213002130,0213002130,96,Recycle,2/8/2013 22:36
13020822350900C130010635,C130010635,96,Recycle,2/8/2013 22:35
130208223418000213002129,0213002129,96,Recycle,2/8/2013 22:34
13020822320400C130010634,C130010634,96,Recycle,2/8/2013 22:32
130208223110000213002128,0213002128,96,Recycle,2/8/2013 22:31
13020822294800C130010633,C130010633,96,Recycle,2/8/2013 22:30
13020822282400C130010632,C130010632,96,Recycle,2/8/2013 22:29
130208222757000213002127,0213002127,96,Recycle,2/8/2013 22:28
13020822254300C130010631,C130010631,96,Recycle,2/8/2013 22:26
130208222615000213002126,0213002126,96,Recycle,2/8/2013 22:26
13020822242400C130010630,C130010630,96,Recycle,2/8/2013 22:25
130208222442000213002125,0213002125,96,Recycle,2/8/2013 22:25
130208222303000213002124,0213002124,96,Recycle,2/8/2013 22:23
13020822220300C130010629,C130010629,96,Recycle,2/8/2013 22:23
130208222126000213002123,0213002123,96,Recycle,2/8/2013 22:22
13020822201600C130010628,C130010628,96,Recycle,2/8/2013 22:21
130208221958000213002122,0213002122,96,Recycle,2/8/2013 22:20
13020822182700C130010627,C130010627,96,Recycle,2/8/2013 22:19
130208221840000213002121,0213002121,96,Recycle,2/8/2013 22:19
130208221748000213002120,0213002120,96,Recycle,2/8/2013 22:18
13020822172100C130010626,C130010626,96,Recycle,2/8/2013 22:18
13020822152600C130010625,C130010625,96,Recycle,2/8/2013 22:15
130208221453000213002119,0213002119,96,Recycle,2/8/2013 22:15
13020822140600C130010624,C130010624,96,Recycle,2/8/2013 22:15
130208221335000213002118,0213002118,96,Recycle,2/8/2013 22:14
13020822124400C130010623,C130010623,96,Recycle,2/8/2013 22:13
13020822115300C130010611,C130010611,96,Recycle,2/8/2013 22:12
130208221155000213002117,0213002117,96,Recycle,2/8/2013 22:12
13020822110600C130010622,C130010622,96,Recycle,2/8/2013 22:11
130208221042000213002116,0213002116,96,Recycle,2/8/2013 22:11
130208220921000213002115,0213002115,96,Recycle,2/8/2013 22:10
13020822082700C130010621,C130010621,96,Recycle,2/8/2013 22:09
13020822071400C130010620,C130010620,96,Recycle,2/8/2013 22:08
130208220728000213002114,0213002114,96,Recycle,2/8/2013 22:08
130208220553000213002113,0213002113,96,Recycle,2/8/2013 22:07
13020822050800C130010619,C130010619,96,Recycle,2/8/2013 22:06
130208220439000213002112,0213002112,96,Recycle,2/8/2013 22:05
13020822034800C130010618,C130010618,96,Recycle,2/8/2013 22:04
130208220302000213002111,0213002111,96,Recycle,2/8/2013 22:04
13020822013000C130010617,C130010617,96,Recycle,2/8/2013 22:01
130208220033000213002110,0213002110,96,Recycle,2/8/2013 22:00
13020821593700C130010616,C130010616,96,Recycle,2/8/2013 22:00
13020821583000C130010615,C130010615,96,Recycle,2/8/2013 21:59
130208215852000213002109,0213002109,96,Recycle,2/8/2013 21:59
13020821570100C130010614,C130010614,96,Recycle,2/8/2013 21:58
130208215724000213002108,0213002108,96,Recycle,2/8/2013 21:58
130208215618000213002107,0213002107,96,Recycle,2/8/2013 21:56
13020821551000C130010613,C130010613,96,Recycle,2/8/2013 21:56
130208215514000213002106,0213002106,96,Recycle,2/8/2013 21:56
13020821534900C130010612,C130010612,96,Recycle,2/8/2013 21:54
130208215424000213002105,0213002105,96,Recycle,2/8/2013 21:54
130208215144000213002104,0213002104,96,Recycle,2/8/2013 21:53
130208215046000213002103,0213002103,96,Recycle,2/8/2013 21:51
13020821493900C130010610,C130010610,96,Recycle,2/8/2013 21:50
130208214920000213002102,0213002102,96,Recycle,2/8/2013 21:50
13020821475400C130010609,C130010609,96,Recycle,2/8/2013 21:48
13020821464500C130010608,C130010608,96,Recycle,2/8/2013 21:47
13020821444600C130010607,C130010607,96,Recycle,2/8/2013 21:44
13020821434900C130010606,C130010606,96,Recycle,2/8/2013 21:44
13020821404500C130010605,C130010605,96,Recycle,2/8/2013 21:43
130208214257000213002099,0213002099,96,Recycle,2/8/2013 21:43
130208214126000213002098,0213002098,96,Recycle,2/8/2013 21:41
130208213939000213002097,0213002097,96,Recycle,2/8/2013 21:40
13020821390100C130010604,C130010604,96,Recycle,2/8/2013 21:39
130208213836000213002096,0213002096,96,Recycle,2/8/2013 21:39
13020821375200C130010603,C130010603,96,Recycle,2/8/2013 21:38
130208213713000213002095,0213002095,96,Recycle,2/8/2013 21:37
130208213619000213002094,0213002094,96,Recycle,2/8/2013 21:37
13020821354400C130010602,C130010602,96,Recycle,2/8/2013 21:36
130208213513000213002093,0213002093,96,Recycle,2/8/2013 21:36
13020821342400C130010601,C130010601,96,Recycle,2/8/2013 21:35
130208213337000213002092,0213002092,96,Recycle,2/8/2013 21:34
13020821323700C130010600,C130010600,96,Recycle,2/8/2013 21:33
130208213313000213002082,0213002082,96,Recycle,2/8/2013 21:33
130208213119000213002087,0213002087,96,Recycle,2/8/2013 21:32
130208213046000213002091,0213002091,96,Recycle,2/8/2013 21:31
13020821302200C130010599,C130010599,96,Recycle,2/8/2013 21:31
130208212958000213002090,0213002090,96,Recycle,2/8/2013 21:30
130208212921000213002083,0213002083,96,Recycle,2/8/2013 21:29
130208212829000213002089,0213002089,96,Recycle,2/8/2013 21:29
13020821281200C130010598,C130010598,96,Recycle,2/8/2013 21:28
130208212756000213002088,0213002088,96,Recycle,2/8/2013 21:28
13020821263000C130010597,C130010597,96,Recycle,2/8/2013 21:27
130208212544000213002081,0213002081,96,Recycle,2/8/2013 21:26
13020821250500C130010596,C130010596,96,Recycle,2/8/2013 21:26
130208212421000213002086,0213002086,96,Recycle,2/8/2013 21:25
13020821230700C130010595,C130010595,96,Recycle,2/8/2013 21:23
130208212229000213002085,0213002085,96,Recycle,2/8/2013 21:23
13020821214400C130010594,C130010594,96,Recycle,2/8/2013 21:22
13020821203700C130010593,C130010593,96,Recycle,2/8/2013 21:21
13020821193300C130010592,C130010592,96,Recycle,2/8/2013 21:20
13020821161300C130010591,C130010591,96,Recycle,2/8/2013 21:18
130208211500000213002080,0213002080,96,Recycle,2/8/2013 21:16
13020821144900C130010590,C130010590,96,Recycle,2/8/2013 21:15
130208211418000213002079,0213002079,96,Recycle,2/8/2013 21:14
130208211323000213002078,0213002078,96,Recycle,2/8/2013 21:14
13020821124600C130010589,C130010589,96,Recycle,2/8/2013 21:13
130208211211000213002077,0213002077,96,Recycle,2/8/2013 21:12
13020821105100C130010588,C130010588,96,Recycle,2/8/2013 21:11
130208210729000213002076,0213002076,96,Recycle,2/8/2013 21:11
13020821090600C130010587,C130010587,96,Recycle,2/8/2013 21:09
13020821073000C130010586,C130010586,96,Recycle,2/8/2013 21:08
13020821054700C130010585,C130010585,96,Recycle,2/8/2013 21:06
130208210532000213002075,0213002075,96,Recycle,2/8/2013 21:06
13020821042900C130010584,C130010584,96,Recycle,2/8/2013 21:05
130208210413000213002074,0213002074,96,Recycle,2/8/2013 21:04
13020821024200C130010583,C130010583,96,Recycle,2/8/2013 21:03
13020821011600C130010582,C130010582,96,Recycle,2/8/2013 21:01
130208210051000213002073,0213002073,96,Recycle,2/8/2013 21:01
13020821002500C130010581,C130010581,96,Recycle,2/8/2013 21:00
130208205956000213002072,0213002072,96,Recycle,2/8/2013 21:00
130208205804000213002071,0213002071,96,Recycle,2/8/2013 20:58
13020820572800C130010580,C130010580,96,Recycle,2/8/2013 20:57
130208205641000213002070,0213002070,96,Recycle,2/8/2013 20:57
13020820554100C130010579,C130010579,96,Recycle,2/8/2013 20:56
130208205444000213002069,0213002069,96,Recycle,2/8/2013 20:55
13020820540300C130010578,C130010578,96,Recycle,2/8/2013 20:55
130208205329000213002068,0213002068,96,Recycle,2/8/2013 20:54
13020820523900C130010577,C130010577,96,Recycle,2/8/2013 20:53
130208205130000213002067,0213002067,96,Recycle,2/8/2013 20:52
13020820502800C130010576,C130010576,96,Recycle,2/8/2013 20:51
130208205012000213002066,0213002066,96,Recycle,2/8/2013 20:50
13020820484400C130010575,C130010575,96,Recycle,2/8/2013 20:49
130208204909000213002065,0213002065,96,Recycle,2/8/2013 20:49
13020820470400C130010574,C130010574,96,Recycle,2/8/2013 20:48
130208204647000213002064,0213002064,96,Recycle,2/8/2013 20:47
130208204518000213002063,0213002063,96,Recycle,2/8/2013 20:46
13020820451400C130010573,C130010573,96,Recycle,2/8/2013 20:46
130208204347000213002062,0213002062,96,Recycle,2/8/2013 20:44
13020820435100C130010572,C130010572,96,Recycle,2/8/2013 20:44
130208204143000213002061,0213002061,96,Recycle,2/8/2013 20:42
13020820414800C130010571,C130010571,96,Recycle,2/8/2013 20:42
130208204017000213002060,0213002060,96,Recycle,2/8/2013 20:41
13020820400100C130010570,C130010570,96,Recycle,2/8/2013 20:41
130208203855000213002059,0213002059,96,Recycle,2/8/2013 20:39
13020820383300C130010569,C130010569,96,Recycle,2/8/2013 20:39
130208203717000213002058,0213002058,96,Recycle,2/8/2013 20:38
13020820363100C130010568,C130010568,96,Recycle,2/8/2013 20:37
130208203546000213002057,0213002057,96,Recycle,2/8/2013 20:36
13020820344800C130010567,C130010567,96,Recycle,2/8/2013 20:35
130208203449000213002056,0213002056,96,Recycle,2/8/2013 20:35
13020820332400C130010566,C130010566,96,Recycle,2/8/2013 20:34
130208203201000213002055,0213002055,96,Recycle,2/8/2013 20:32
13020820312100C130010565,C130010565,96,Recycle,2/8/2013 20:32
130208203029000213002054,0213002054,96,Recycle,2/8/2013 20:31
13020820295400C130010564,C130010564,96,Recycle,2/8/2013 20:30
130208202912000213002053,0213002053,96,Recycle,2/8/2013 20:29
13020820283400C130010563,C130010563,96,Recycle,2/8/2013 20:29
130208202806000213002052,0213002052,96,Recycle,2/8/2013 20:28
130208202650000213002051,0213002051,96,Recycle,2/8/2013 20:28
130208202537000213002050,0213002050,96,Recycle,2/8/2013 20:26
13020820263100C130010562,C130010562,96,Recycle,2/8/2013 20:26
130208202347000213002049,0213002049,96,Recycle,2/8/2013 20:25
13020820242800C130010561,C130010561,96,Recycle,2/8/2013 20:25
13020820225300C130010560,C130010560,96,Recycle,2/8/2013 20:24
130208202241000213002048,0213002048,96,Recycle,2/8/2013 20:23
13020820212500C130010559,C130010559,96,Recycle,2/8/2013 20:22
130208202115000213002047,0213002047,96,Recycle,2/8/2013 20:22
13020820200800C130010558,C130010558,96,Recycle,2/8/2013 20:21
13020820191000C130010557,C130010557,96,Recycle,2/8/2013 20:19
130208201820000213002046,0213002046,96,Recycle,2/8/2013 20:18
13020820171600C130010556,C130010556,96,Recycle,2/8/2013 20:18
130208201653000213002045,0213002045,96,Recycle,2/8/2013 20:18
13020820155300C130010555,C130010555,96,Recycle,2/8/2013 20:16
130208201448000213002044,0213002044,96,Recycle,2/8/2013 20:16
13020820144900C130010554,C130010554,96,Recycle,2/8/2013 20:15
130208201345000213002043,0213002043,96,Recycle,2/8/2013 20:14
130208201225000213002042,0213002042,96,Recycle,2/8/2013 20:13
13020820104200C130010553,C130010553,96,Recycle,2/8/2013 20:12
130208201027000213002041,0213002041,96,Recycle,2/8/2013 20:11
13020820091900C130010552,C130010552,96,Recycle,2/8/2013 20:10
130208200832000213002040,0213002040,96,Recycle,2/8/2013 20:09
13020820073100C130010551,C130010551,96,Recycle,2/8/2013 20:08
130208200713000213002039,0213002039,96,Recycle,2/8/2013 20:07
13020820060900C130010550,C130010550,96,Recycle,2/8/2013 20:07
130208200615000213002038,0213002038,96,Recycle,2/8/2013 20:07
13020820034200C130010549,C130010549,96,Recycle,2/8/2013 20:04
130208200328000213002037,0213002037,96,Recycle,2/8/2013 20:03
13020820021900C130010548,C130010548,96,Recycle,2/8/2013 20:03
130208200219000213002036,0213002036,96,Recycle,2/8/2013 20:03
13020820004300C130010547,C130010547,96,Recycle,2/8/2013 20:01
13020819594800C130010546,C130010546,96,Recycle,2/8/2013 20:00
130208195951000213002035,0213002035,96,Recycle,2/8/2013 20:00
130208195830000213002034,0213002034,96,Recycle,2/8/2013 19:59
13020819575700C130010545,C130010545,96,Recycle,2/8/2013 19:58
130208195656000213002033,0213002033,96,Recycle,2/8/2013 19:57
130208195531000213002032,0213002032,96,Recycle,2/8/2013 19:56
13020819553100C130010544,C130010544,96,Recycle,2/8/2013 19:55
130208195401000213002031,0213002031,96,Recycle,2/8/2013 19:55
13020819531900C130010543,C130010543,96,Recycle,2/8/2013 19:54
130208195256000213002030,0213002030,96,Recycle,2/8/2013 19:54
130208195150000213002029,0213002029,96,Recycle,2/8/2013 19:52
13020819513700C130010542,C130010542,96,Recycle,2/8/2013 19:52
13020819495500C130010541,C130010541,96,Recycle,2/8/2013 19:50
13020819482800C130010540,C130010540,96,Recycle,2/8/2013 19:49
130208194830000213002028,0213002028,96,Recycle,2/8/2013 19:48
130208194705000213002027,0213002027,96,Recycle,2/8/2013 19:47
13020819463500C130010539,C130010539,96,Recycle,2/8/2013 19:47
130208194608000213002026,0213002026,96,Recycle,2/8/2013 19:46
13020819453100C130010538,C130010538,96,Recycle,2/8/2013 19:46
130208194420000213002025,0213002025,96,Recycle,2/8/2013 19:45
130208194303000213002024,0213002024,96,Recycle,2/8/2013 19:44
13020819431000C130010537,C130010537,96,Recycle,2/8/2013 19:44
130208194124000213002023,0213002023,96,Recycle,2/8/2013 19:42
13020819415000C130010536,C130010536,96,Recycle,2/8/2013 19:42
130208193905000213002022,0213002022,96,Recycle,2/8/2013 19:40
13020819394200C130010535,C130010535,96,Recycle,2/8/2013 19:39
13020819375200C130010534,C130010534,96,Recycle,2/8/2013 19:38
130208193729000213002021,0213002021,96,Recycle,2/8/2013 19:38
13020819362100C130010533,C130010533,96,Recycle,2/8/2013 19:37
130208193617000213002020,0213002020,96,Recycle,2/8/2013 19:36
13020819351300C130010532,C130010532,96,Recycle,2/8/2013 19:36
130208193411000213002019,0213002019,96,Recycle,2/8/2013 19:34
13020819332600C130010531,C130010531,96,Recycle,2/8/2013 19:34
13020819321300C130010530,C130010530,96,Recycle,2/8/2013 19:33
130208193232000213002018,0213002018,96,Recycle,2/8/2013 19:33
13020819310500C130010529,C130010529,96,Recycle,2/8/2013 19:32
130208193100000213002017,0213002017,96,Recycle,2/8/2013 19:31
130208192914000213002016,0213002016,96,Recycle,2/8/2013 19:29
13020819284900C130010528,C130010528,96,Recycle,2/8/2013 19:29
130208192746000213002015,0213002015,96,Recycle,2/8/2013 19:28
13020819273400C130010527,C130010527,96,Recycle,2/8/2013 19:28
130208192623000213002014,0213002014,96,Recycle,2/8/2013 19:26
130208192446000213002013,0213002013,96,Recycle,2/8/2013 19:25
13020819243300C130010526,C130010526,96,Recycle,2/8/2013 19:24
130208192315000213002012,0213002012,96,Recycle,2/8/2013 19:23
13020819223400C130010525,C130010525,96,Recycle,2/8/2013 19:23
130208192207000213002011,0213002011,96,Recycle,2/8/2013 19:22
13020819205100C130010524,C130010524,96,Recycle,2/8/2013 19:21
130208191940000213002010,0213002010,96,Recycle,2/8/2013 19:20
13020819185800C130010523,C130010523,96,Recycle,2/8/2013 19:19
130208191821000213002009,0213002009,96,Recycle,2/8/2013 19:18
13020819172700C130010522,C130010522,96,Recycle,2/8/2013 19:18
130208191700000213002008,0213002008,96,Recycle,2/8/2013 19:17
13020819153000C130010521,C130010521,96,Recycle,2/8/2013 19:16
130208191513000213002007,0213002007,96,Recycle,2/8/2013 19:15
13020819135800C130010520,C130010520,96,Recycle,2/8/2013 19:15
130208191404000213002006,0213002006,96,Recycle,2/8/2013 19:14
130208191320000213002005,0213002005,96,Recycle,2/8/2013 19:13
13020819123100C130010519,C130010519,96,Recycle,2/8/2013 19:13
130208191055000213002004,0213002004,96,Recycle,2/8/2013 19:12
13020819115200C130010518,C130010518,96,Recycle,2/8/2013 19:12
13020819094100C130010517,C130010517,96,Recycle,2/8/2013 19:10
13020819074400C130010516,C130010516,96,Recycle,2/8/2013 19:08
13020819061100C130010515,C130010515,96,Recycle,2/8/2013 19:07
13020819040600C130010514,C130010514,96,Recycle,2/8/2013 19:05
13020819015800C130010513,C130010513,96,Recycle,2/8/2013 19:04
13020818594900C130010512,C130010512,96,Recycle,2/8/2013 19:00
13020818583300C130010511,C130010511,96,Recycle,2/8/2013 18:59
13020818565600C130010510,C130010510,96,Recycle,2/8/2013 18:57
13020818551200C130010509,C130010509,96,Recycle,2/8/2013 18:55
13020818531600C130010508,C130010508,96,Recycle,2/8/2013 18:53
13020818512800C130010507,C130010507,96,Recycle,2/8/2013 18:52
13020818494200C130010506,C130010506,96,Recycle,2/8/2013 18:50
13020818481500C130010505,C130010505,96,Recycle,2/8/2013 18:49
13020818470900C130010504,C130010504,96,Recycle,2/8/2013 18:48
13020818455500C130010503,C130010503,96,Recycle,2/8/2013 18:46
13020818440900C130010502,C130010502,96,Recycle,2/8/2013 18:45
13020818423400C130010501,C130010501,96,Recycle,2/8/2013 18:43
13020818401500C130010500,C130010500,96,Recycle,2/8/2013 18:41
13020818380200C130010499,C130010499,96,Recycle,2/8/2013 18:38
130208183734000213002001,0213002001,96,Recycle,2/8/2013 18:38
13020818364100C130010498,C130010498,96,Recycle,2/8/2013 18:37
130208183517000213002003,0213002003,96,Recycle,2/8/2013 18:37
13020818350800C130010497,C130010497,96,Recycle,2/8/2013 18:36
13020818335700C130010496,C130010496,96,Recycle,2/8/2013 18:34
13020818320200C130010495,C130010495,96,Recycle,2/8/2013 18:33
130208183137000213002002,0213002002,96,Recycle,2/8/2013 18:32
13020818304200C130010494,C130010494,96,Recycle,2/8/2013 18:31
13020818285100C130010493,C130010493,96,Recycle,2/8/2013 18:29
13020818270800C130010492,C130010492,96,Recycle,2/8/2013 18:28
13020818254200C130010491,C130010491,96,Recycle,2/8/2013 18:26
130208182509000213001836,0213001836,96,Recycle,2/8/2013 18:25
130208181959000213002000,0213002000,96,Recycle,2/8/2013 18:23
13020818233700C130010167,C130010167,96,Recycle,2/8/2013 18:23
13020818220600C130010490,C130010490,96,Recycle,2/8/2013 18:22
13020818203600C130010489,C130010489,96,Recycle,2/8/2013 18:21
13020818184200C130010488,C130010488,96,Recycle,2/8/2013 18:19
13020818170400C130010487,C130010487,96,Recycle,2/8/2013 18:18
13020818150300C130010486,C130010486,96,Recycle,2/8/2013 18:16
13020818112900C130010484,C130010484,96,Recycle,2/8/2013 18:12
13020818102200C130010483,C130010483,96,Recycle,2/8/2013 18:11
130208180753000213001998,0213001998,96,Recycle,2/8/2013 18:09
13020818084500C130010482,C130010482,96,Recycle,2/8/2013 18:09
13020818061000C130010481,C130010481,96,Recycle,2/8/2013 18:06
13020818043900C130010480,C130010480,96,Recycle,2/8/2013 18:05
13020818033100C130010479,C130010479,96,Recycle,2/8/2013 18:04
13020818005800C130010478,C130010478,96,Recycle,2/8/2013 18:01
13020817593000C130010477,C130010477,96,Recycle,2/8/2013 18:00
13020817575200C130010476,C130010476,96,Recycle,2/8/2013 17:58
130208175742000213001997,0213001997,96,Recycle,2/8/2013 17:58
13020817562800C130010475,C130010475,96,Recycle,2/8/2013 17:57
13020817542000C130010474,C130010474,96,Recycle,2/8/2013 17:54
13020817523700C130010473,C130010473,96,Recycle,2/8/2013 17:53
13020817505600C130010472,C130010472,96,Recycle,2/8/2013 17:51
13020817494000C130010471,C130010471,96,Recycle,2/8/2013 17:50
13020817473900C130010470,C130010470,96,Recycle,2/8/2013 17:48
13020817460700C130010469,C130010469,96,Recycle,2/8/2013 17:47
13020817442400C130010468,C130010468,96,Recycle,2/8/2013 17:45
13020817425300C130010467,C130010467,96,Recycle,2/8/2013 17:43
13020817405500C130010466,C130010466,96,Recycle,2/8/2013 17:41
13020817390100C130010465,C130010465,96,Recycle,2/8/2013 17:39
13020817374500C130010464,C130010464,96,Recycle,2/8/2013 17:38
13020817354800C130010463,C130010463,96,Recycle,2/8/2013 17:36
13020817341200C130010462,C130010462,96,Recycle,2/8/2013 17:35
13020817330100C130010461,C130010461,96,Recycle,2/8/2013 17:33
13020817312900C130010460,C130010460,96,Recycle,2/8/2013 17:32
13020817304100C130010459,C130010459,96,Recycle,2/8/2013 17:31
13020817270200C130010458,C130010458,96,Recycle,2/8/2013 17:27
13020817252800C130010457,C130010457,96,Recycle,2/8/2013 17:26
13020817243700C130010456,C130010456,96,Recycle,2/8/2013 17:25
13020817233300C130010455,C130010455,96,Recycle,2/8/2013 17:24
130208172027000213001957,0213001957,96,Recycle,2/8/2013 17:21
13020817203300C130010454,C130010454,96,Recycle,2/8/2013 17:20
130208171817000213001966,0213001966,96,Recycle,2/8/2013 17:20
13020817185500C130010453,C130010453,96,Recycle,2/8/2013 17:19
13020817174400C130010452,C130010452,96,Recycle,2/8/2013 17:18
130208171728000213001963,0213001963,96,Recycle,2/8/2013 17:18
13020817170200C130010451,C130010451,96,Recycle,2/8/2013 17:17
13020817160200C130010450,C130010450,96,Recycle,2/8/2013 17:17
130208171549000213001996,0213001996,96,Recycle,2/8/2013 17:16
13020817152600C130010449,C130010449,96,Recycle,2/8/2013 17:16
13020817135100C130010448,C130010448,96,Recycle,2/8/2013 17:14
130208171355000213001974,0213001974,96,Recycle,2/8/2013 17:14
130208171307000213001990,0213001990,96,Recycle,2/8/2013 17:13
130208171230000213001989,0213001989,96,Recycle,2/8/2013 17:13
130208171155000213001991,0213001991,96,Recycle,2/8/2013 17:12
130208171114000213001988,0213001988,96,Recycle,2/8/2013 17:11
13020817110100C130010447,C130010447,96,Recycle,2/8/2013 17:11
130208171043000213001995,0213001995,96,Recycle,2/8/2013 17:11
13020817100300C130010446,C130010446,96,Recycle,2/8/2013 17:10
130208170849000213001994,0213001994,96,Recycle,2/8/2013 17:09
130208170808000213001993,0213001993,96,Recycle,2/8/2013 17:08
130208170733000213001992,0213001992,96,Recycle,2/8/2013 17:07
13020817072500C130010445,C130010445,96,Recycle,2/8/2013 17:07
13020817061200C130010444,C130010444,96,Recycle,2/8/2013 17:06
130208170417000213001964,0213001964,96,Recycle,2/8/2013 17:05
13020817034300C130010443,C130010443,96,Recycle,2/8/2013 17:04
13020817021100C130010442,C130010442,96,Recycle,2/8/2013 17:02
13020816592300C130010441,C130010441,96,Recycle,2/8/2013 17:01
130208165631000213001987,0213001987,96,Recycle,2/8/2013 16:57
130208165531000213001986,0213001986,96,Recycle,2/8/2013 16:56
13020816553800C130010440,C130010440,96,Recycle,2/8/2013 16:56
130208165451000213001985,0213001985,96,Recycle,2/8/2013 16:55
13020816540700C130010439,C130010439,96,Recycle,2/8/2013 16:54
130208165404000213001975,0213001975,96,Recycle,2/8/2013 16:54
130208165224000213001970,0213001970,96,Recycle,2/8/2013 16:53
13020816523400C130010438,C130010438,96,Recycle,2/8/2013 16:53
130208165119000213001984,0213001984,96,Recycle,2/8/2013 16:52
130208165043000213001983,0213001983,96,Recycle,2/8/2013 16:51
13020816504100C130010437,C130010437,96,Recycle,2/8/2013 16:51
130208165014000213001982,0213001982,96,Recycle,2/8/2013 16:50
13020816484900C130010436,C130010436,96,Recycle,2/8/2013 16:49
130208164852000213001968,0213001968,96,Recycle,2/8/2013 16:48
130208164813000213001976,0213001976,96,Recycle,2/8/2013 16:48
130208164734000213001981,0213001981,96,Recycle,2/8/2013 16:48
13020816472400C130010435,C130010435,96,Recycle,2/8/2013 16:48
130208164653000213001977,0213001977,96,Recycle,2/8/2013 16:47
13020816461400C130010434,C130010434,96,Recycle,2/8/2013 16:46
130208164618000213001973,0213001973,96,Recycle,2/8/2013 16:46
130208164541000213001978,0213001978,96,Recycle,2/8/2013 16:46
13020816444400C130010433,C130010433,96,Recycle,2/8/2013 16:46
130208164501000213001980,0213001980,96,Recycle,2/8/2013 16:45
130208164412000213001971,0213001971,96,Recycle,2/8/2013 16:44
130208164323000213001979,0213001979,96,Recycle,2/8/2013 16:44
130208164229000213001972,0213001972,96,Recycle,2/8/2013 16:43
13020816420600C130010432,C130010432,96,Recycle,2/8/2013 16:43
13020816405800C130010431,C130010431,96,Recycle,2/8/2013 16:41
13020816385200C130010430,C130010430,96,Recycle,2/8/2013 16:39
13020816371400C130010429,C130010429,96,Recycle,2/8/2013 16:37
13020816360900C130010428,C130010428,96,Recycle,2/8/2013 16:36
13020816334600C130010427,C130010427,96,Recycle,2/8/2013 16:34
13020816325300C130010426,C130010426,96,Recycle,2/8/2013 16:33
13020816303400C130010425,C130010425,96,Recycle,2/8/2013 16:31
130208163012000213001969,0213001969,96,Recycle,2/8/2013 16:31
130208162835000213001967,0213001967,96,Recycle,2/8/2013 16:29
13020816285400C130010424,C130010424,96,Recycle,2/8/2013 16:29
130208162727000213001965,0213001965,96,Recycle,2/8/2013 16:28
13020816264700C130010423,C130010423,96,Recycle,2/8/2013 16:27
13020816250200C130010422,C130010422,96,Recycle,2/8/2013 16:26
13020816231200C130010421,C130010421,96,Recycle,2/8/2013 16:23
13020816220300C130010420,C130010420,96,Recycle,2/8/2013 16:23
130208161828000213001956,0213001956,96,Recycle,2/8/2013 16:20
13020816194400C130010419,C130010419,96,Recycle,2/8/2013 16:20
130208161733000213001962,0213001962,96,Recycle,2/8/2013 16:18
13020816180000C130010418,C130010418,96,Recycle,2/8/2013 16:18
13020816165900C130010417,C130010417,96,Recycle,2/8/2013 16:17
13020816155700C130010416,C130010416,96,Recycle,2/8/2013 16:16
130208161547000213001961,0213001961,96,Recycle,2/8/2013 16:16
13020816140400C130010415,C130010415,96,Recycle,2/8/2013 16:15
130208161334000213001960,0213001960,96,Recycle,2/8/2013 16:14
13020816131600C130010414,C130010414,96,Recycle,2/8/2013 16:13
130208161158000213001959,0213001959,96,Recycle,2/8/2013 16:13
130208161012000213001958,0213001958,96,Recycle,2/8/2013 16:11
13020816091800C130010413,C130010413,96,Recycle,2/8/2013 16:10
13020816081200C130010412,C130010412,96,Recycle,2/8/2013 16:09
130208160342000213001955,0213001955,96,Recycle,2/8/2013 16:08
13020816060300C130010411,C130010411,96,Recycle,2/8/2013 16:08
130208160741000213001886,0213001886,96,Recycle,2/8/2013 16:07
13020816044800C130010410,C130010410,96,Recycle,2/8/2013 16:05
13020816024500C130010409,C130010409,96,Recycle,2/8/2013 16:03
130208160201000213001954,0213001954,96,Recycle,2/8/2013 16:02
13020816004500C130010408,C130010408,96,Recycle,2/8/2013 16:01
130208160034000213001953,0213001953,96,Recycle,2/8/2013 16:01
13020815594500C130010407,C130010407,96,Recycle,2/8/2013 16:00
130208155910000213001952,0213001952,96,Recycle,2/8/2013 15:59
13020815572900C130010406,C130010406,96,Recycle,2/8/2013 15:59
130208155833000213001951,0213001951,96,Recycle,2/8/2013 15:59
130208155714000213001950,0213001950,96,Recycle,2/8/2013 15:58
13020815555500C130010405,C130010405,96,Recycle,2/8/2013 15:57
